DEPARTMENT_GROUP,RANK_CHANGE,SCORE_CHANGE,POPULARITY_CHANGE,FIELD_RATE_mean,FIRST_RANK_mean,FIRST_SCORE_mean,DEPARTMENT_ID_count,TREND_CATEGORY
  Dil ve Konuþma Terapisi (KKTC Uyruklu),1.5401,-0.1357,0.0,1.0,284042.3133,328.38,7.3333,Declining
  Maliye (KKTC Uyruklu),0.312,0.0301,0.0,1.0,688915.0,258.256,1.0,Declining
  Kültür ve Ýletiþim Bilimleri,2.444,0.0103,0.0,1.0,7678.4167,436.6483,1.8333,Declining
  Halkbilimi,0.6785,0.032,0.0,1.0,41061.3333,375.8467,1.0,Declining
Havacýlýk Elektrik ve Elektroniði (Yüksekokul) (Ücretli),0.6404,0.0296,0.0,1.0,249276.165,304.56,2.0,Declining
Havacýlýk Elektrik ve Elektroniði (Yüksekokul) (%25 Ýndirimli),0.0372,0.0814,0.0,1.0,258914.89,295.0067,2.0,Declining
Perfüzyon (Fakülte) (Burslu),0.1923,0.0597,0.0,1.0,93330.5,386.895,1.0,Declining
Pazarlama (Fakülte) (ÝÖ),0.0705,0.0675,0.0,1.0,408760.585,280.38,2.5,Declining
Odyoloji (Ücretli),0.4518,-0.1225,0.0,1.0,655216.585,244.515,2.5,Declining
Odyoloji (%25 Ýndirimli),0.2851,-0.0468,0.0,1.0,298157.5,288.84,3.0,Declining
Pilotaj (Fakülte),2.4777,-0.002,0.0,1.0,351.5,544.365,1.0,Declining
Pilotaj (Burslu),-0.1498,0.0675,0.0,1.0,6236.8333,506.31,2.0,Declining
Peyzaj Mimarlýðý (Ýngilizce)KKTC Uyruklu,0.3825,0.0181,0.0,1.0,593680.6667,240.1867,1.3333,Declining
Perfüzyon (Yüksekokul) (Burslu),-0.4518,0.3043,0.0,1.0,118472.5,368.06,1.0,Declining
Gülhane Týp (Ankara) (Kýz) (Ýçiþleri Bakanlýðý Adýna),0.0835,0.047,0.0,1.0,14212.0,487.4325,1.0,Declining
Gülhane Týp (Ankara) (Erkek) (Milli Savunma Bakanlýðý Adýna),0.1847,-0.0031,0.0,0.9983,21022.055,479.3767,3.5,Declining
Grafik Tasarýmý (Ücretli),0.2479,-0.0163,0.0,1.0,598847.6667,267.7967,1.0,Declining
Giriþimcilik (Ýngilizce) (Burslu),-0.1399,0.0043,0.0,1.0,2343.1,469.32,1.2,Declining
Giriþimcilik (Burslu),0.2554,-0.0659,0.0,1.0,242326.3333,297.48,1.0,Declining
Gerontoloji(Yüksekokul)(Burslu),0.0202,0.0782,0.0,1.0,93694.75,413.01,6.0,Declining
Moda Tasarýmý (Fakülte) (M.T.O.K.),-0.1856,0.0975,0.0,1.0,267229.835,304.6,3.0,Declining
Kimya-Biyoloji Mühendisliði (Ýngilizce) (Ücretli),1.2887,0.0296,0.0,1.0,101699.866,419.394,1.8,Declining
Hukuk (ÝÖ),0.0469,0.0119,0.0,1.0,16539.566,425.096,5.4,Declining
Hukuk (Çarþamba),-0.386,0.1619,0.0,1.0,7063.5,431.24,1.0,Declining
Hukuk (UOLP-Hamburg Üniversitesi) (Ücretli),0.6131,-0.0078,0.0,1.0,214.8333,517.8733,1.0,Declining
Hukuk (Fransýzca),1.18,-0.0033,0.0,1.0,6.3333,551.2367,1.0,Declining
Hukuk,0.1066,0.0008,0.0,0.9983,6723.245,451.2967,41.5,Declining
Hemþirelik(Fakülte)(Ücretli),-0.0973,0.1201,0.0,1.0,111270.21,378.495,137.5,Declining
  Grafik,-0.0219,0.0217,0.0,1.0,130034.3,348.856,1.4,Declining
Muhasebe ve Finans Yönetimi (Ýngilizce) (Burslu),1.7705,-0.0837,0.0,1.0,617547.0,273.8833,1.6667,Declining
Moda ve Tekstil Tasarýmý(Burslu),1.8886,-0.0971,0.0,1.0,233988.5,326.805,3.0,Declining
  Uluslararasý Giriþimcilik (%50 Ýndirimli),-0.2681,0.0777,0.0,1.0,134254.0,359.56,1.5,Declining
  Uluslararasý Finans ve Bankacýlýk (Ýngilizce) (Ücretli),0.9755,-0.1044,0.0,1.0,589426.6675,281.6225,3.0,Declining
  Türkoloji  ,0.4158,0.1263,0.0,1.0,153084.3333,343.4917,1.0,Declining
  Türk Ýslam Arkeolojisi,-0.0725,0.0501,0.0,1.0,431424.25,288.6425,1.0,Declining
  Turizm Ýþletmeciliði (Burslu),1.3376,-0.2035,0.0,1.0,599050.755,281.25,26.0,Declining
Uluslararasý Ticaret ve Ýþletmecilik (Yüksekokul) (%50 Ýndirimli),0.4423,-0.0363,0.0,1.0,332558.75,285.875,1.5,Declining
  Felsefe (Fransýzca),1.2193,-0.0167,0.0,1.0,2839.6667,472.0383,1.0,Declining
Uluslararasý Ekonomik Ýliþkiler (%50 Ýndirimli),0.1929,0.0014,0.0,1.0,724019.75,257.285,1.0,Declining
Týp(Ýngilizce)(UOLP-Marmara Üniversitesi)(T.C. Vatandaþlarý)(Burslu),0.2432,-0.0041,0.0,1.0,20173.0283,479.495,2.5,Declining
Hemþirelik (Fakülte) (Ücretli),-0.0325,0.1578,0.0,1.0,150881.605,344.435,24.5,Declining
Havacýlýk ve Uzay Mühendisliði (KKTC Uyruklu),0.1848,-0.0094,0.0,1.0,53940.3117,443.0417,7.5,Declining
Havacýlýk Yönetimi(Yüksekokul)(%50 Ýndirimli),-0.2288,0.0809,0.0,1.0,191062.19,327.88,14.0,Declining
Kültür ve Ýletiþim Bilimleri (KKTC UYRUKLU),105.6621,-0.0717,0.0,1.0,142922.1667,381.7233,1.3333,Declining
Ýletiþim Tasarýmý ve Yönetimi(Burslu),0.2256,0.0288,0.0,1.0,44112.8517,391.9967,3.5,Declining
  Astronomi ve Uzay Bilimleri (KKTC Uyruklu),-0.1302,0.0894,0.0,1.0,862327.1667,221.5533,1.6667,Declining
  Arkeoloji ve Sanat Tarihi (Ýngilizce) (%50 Ýndirimli),0.2494,0.0095,0.0,1.0,1199.3333,483.5217,2.0,Declining
Nanobilim ve Nanoteknoloji (KKTC Uyruklu),0.0743,0.08,0.0,1.0,659204.0,226.49,1.0,Declining
Müzecilik (KKTC UYRUKLU),0.5386,-0.0078,0.0,1.0,576059.8333,249.7133,1.3333,Declining
Ýþ Saðlýðý ve Güvenliði (Yüksekokul) (KKTC Uyruklu),-0.0099,0.0674,0.0,1.0,453762.0,252.11,1.0,Declining
Hemþirelik (Yüksekokul) (Burslu) ,0.1926,0.049,0.0,1.0,193017.81,324.07,18.0,Declining
Matematik Öðretmenliði (Ýngilizce) (KKTC Uyruklu),0.9409,-0.028,0.0,1.0,30774.5417,471.84,2.3333,Declining
Makine Mühendisliði (Almanca),-0.2632,0.0576,0.0,1.0,26229.4,467.81,2.0,Declining
Lojistik Yönetimi(Fakülte)(Ýngilizce)(%50 Ýndirimli),-0.0144,0.0381,0.0,1.0,262034.77,320.83,11.5,Declining
Özel Eðitim Öðretmenliði (KKTC Uyruklu),3.2158,-0.0572,0.0,1.0,91912.0,364.99,1.3333,Declining
  Antrenörlük Eðitimi (ÝÖ),0.2547,0.0014,-0.0001,0.966,231409.516,319.192,5.4,Declining
  Ýstatistik,-0.0914,0.0564,-0.0001,0.9717,186129.5583,339.0417,18.1667,Declining
  Ekonomi ve Finans (Ýngilizce) (%50 Ýndirimli),0.2291,-0.0004,-0.0003,0.915,224308.4417,342.9117,18.3333,Declining
Elektrik-Elektronik Mühendisliði (M.T.O.K.) (ÝÖ),0.0203,0.0149,-0.0008,0.895,107847.7067,389.7667,142.0,Declining
Kimya(Ýngilizce)(Burslu),0.1057,0.0069,-0.0008,0.9817,89122.0,407.0083,22.6667,Declining
Elektrik-Elektronik Mühendisliði (Ýngilizce)KKTC Uyruklu,-0.0133,-0.0021,-0.0009,0.922,65718.366,435.982,43.6,Declining
Uluslararasý Finans ve Bankacýlýk (Ýngilizce) (%50 Ýndirimli),0.5529,0.0058,-0.001,0.91,257214.41,339.7767,7.8333,Declining
Endüstriyel Tasarým(Burslu),0.1341,0.0059,-0.0014,0.932,141306.35,362.954,9.8,Declining
Kimya Mühendisliði (Ýngilizce) (KKTC Uyruklu),0.0063,0.0137,-0.0015,0.965,61574.2267,436.0133,139.6667,Declining
  Amerikan Kültürü ve Edebiyatý (Ýngilizce) (%50 Ýndirimli),0.0956,0.013,-0.0017,0.9567,19919.2267,410.8883,14.3333,Declining
Ýngilizce Öðretmenliði(Ýngilizce),0.1796,0.0034,-0.0018,0.9883,10715.67,441.6883,46.1667,Declining
  Mühendislik Programlarý (Ýngilizce) (%25 Ýndirimli),-0.1309,0.0302,-0.0019,0.9933,30019.125,467.6433,3.6667,Strongly Declining
Okul Öncesi Öðretmenliði (Ýngilizce),0.1132,0.0085,-0.0019,0.9883,15445.4367,418.1517,90.5,Strongly Declining
  Yapay Zeka ve Veri Mühendisliði (Ýngilizce) (KKTC Uyruklu),1.1546,-0.0067,-0.002,0.9967,14841.22,499.415,6.1667,Strongly Declining
Dil ve Konuþma Terapisi (Fakülte) (KKTC Uyruklu),0.2713,-0.0136,-0.0021,0.975,102078.5067,406.39,22.3333,Strongly Declining
Halkla Ýliþkiler ve Tanýtým(Açýköðretim),0.0751,0.0121,-0.0022,0.95,137407.565,349.2917,43.3333,Strongly Declining
  Ýstatistik ve Bilgisayar Bilimleri (KKTC Uyruklu),0.1403,0.0356,-0.0025,0.9783,216997.245,327.2133,4.5,Strongly Declining
  Moleküler Biyoloji ve Genetik (Ýngilizce) (%50 Ýndirimli),0.2383,-0.0098,-0.0026,0.975,111934.9883,403.44,34.6667,Strongly Declining
  Görsel Ýletiþim Tasarýmý (Ýngilizce) (Ücretli),0.5265,-0.0146,-0.0026,0.9317,200300.9583,367.9583,10.6667,Strongly Declining
Arapça Mütercim ve Tercümanlýk (Yüksekokul) (Burslu),0.1379,-0.0004,-0.0028,0.914,11949.478,430.932,3.4,Strongly Declining
  Rehberlik ve Psikolojik Danýþmanlýk (%50 Ýndirimli),0.0302,0.0058,-0.003,0.9533,79393.585,375.6317,108.0,Strongly Declining
Gastronomi ve Mutfak Sanatlarý(Fakülte)(Ýngilizce)(Ücretli),0.0222,0.0134,-0.0032,0.975,71686.9633,382.0067,107.6667,Strongly Declining
Bilgisayar Mühendisliði(Ýngilizce),-0.0261,0.0171,-0.0033,0.975,78120.4867,414.0317,121.8333,Strongly Declining
  Ergoterapi,0.0705,0.0302,-0.0033,0.995,143616.625,362.48,4.0,Strongly Declining
Ýngiliz Dili ve Edebiyatý (Ýngilizce) (Uzaktan Öðretim),0.0619,0.0092,-0.0034,0.975,19503.8833,407.3717,117.3333,Strongly Declining
Eczacýlýk (Ýngilizce) (Ücretli),-0.0281,0.0165,-0.0035,0.9517,49739.115,439.9483,23.8333,Strongly Declining
Yönetim Biliþim Sistemleri (Fakülte) (%50 Ýndirimli),-0.099,0.0406,-0.0036,0.98,164533.9983,347.815,75.3333,Strongly Declining
Beslenme ve Diyetetik (Fakülte) (Ýngilizce) (Burslu),0.1745,0.0107,-0.0036,0.94,191417.8883,346.73,12.8333,Strongly Declining
"  Radyo, Televizyon ve Sinema (Ücretli)",0.2695,-0.0044,-0.0037,0.95,95486.012,365.912,73.4,Strongly Declining
Arapça Öðretmenliði (Burslu),0.11,0.0005,-0.0039,0.99,13698.4283,421.8867,22.8333,Strongly Declining
Karþýlaþtýrmalý Edebiyat(ÝÖ),0.0949,0.0138,-0.0039,0.9917,16212.75,413.2267,3.1667,Strongly Declining
Dijital Oyun Tasarýmý (Ýngilizce) (%50 Ýndirimli),0.2282,-0.0095,-0.0044,0.96,145368.345,378.2233,11.8333,Strongly Declining
"  Radyo, Televizyon ve Sinema (Ýngilizce) (%50 Ýndirimli)",0.2031,-0.0031,-0.0044,0.81,239075.186,320.78,25.0,Strongly Declining
  Biyomedikal Mühendisliði (Ücretli),0.0449,0.0118,-0.0047,0.7433,148962.7133,354.2683,19.3333,Strongly Declining
  Antropoloji (Ýngilizce) (Burslu),0.2605,0.0071,-0.0051,0.9717,115211.915,386.385,87.3333,Strongly Declining
Ýngiliz Dili ve Karþýlaþtýrmalý Edebiyat(Ýngilizce)(Burslu),-0.0268,0.0122,-0.0054,0.9733,3749.2833,483.345,5.3333,Strongly Declining
  Sosyoloji  (Burslu),0.158,-0.0013,-0.0054,0.9833,75910.74,380.575,58.3333,Strongly Declining
Matematik (Ýngilizce) (Burslu),-0.0036,0.0197,-0.0055,0.9817,95921.735,413.0,18.5,Strongly Declining
  Yeni Medya ve Ýletiþim (Burslu),1.2818,-0.0141,-0.0057,0.93,121380.5117,365.2833,19.5,Strongly Declining
Ýnsan Kaynaklarý Yönetimi (Fakülte) (Ýngilizce) (Burslu),1.8026,-0.0535,-0.0059,0.7,483405.1667,292.2933,2.6667,Strongly Declining
Bilgisayar Teknolojisi ve Biliþim Sistemleri(Yüksekokul),-0.0277,0.0408,-0.0059,0.9883,213922.25,313.3083,1.5,Strongly Declining
  Tarýmsal Genetik Mühendisliði (Ýngilizce),0.641,-0.0226,-0.006,0.995,149504.3333,360.6117,1.0,Strongly Declining
  Otel Yöneticiliði (Ýngilizce) (Burslu),10.4951,-0.0211,-0.0067,0.925,157633.2917,380.9083,2.8333,Strongly Declining
  Ergoterapi (Burslu) ,0.0903,0.0314,-0.0067,0.92,189141.5325,334.2925,10.25,Strongly Declining
Ýç Mimarlýk (ÝÖ),0.0556,0.0471,-0.0067,0.995,238759.75,295.1,1.5,Strongly Declining
  Matematik (ÝÖ),0.3793,0.0535,-0.0067,0.995,141997.0,360.34,1.0,Strongly Declining
  Endüstri Mühendisliði (Ýngilizce) (%50 Ýndirimli),0.0082,0.0156,-0.0068,0.9433,82494.1067,414.3933,90.3333,Strongly Declining
  Ýç Mimarlýk ve Çevre Tasarýmý (Ýngilizce) (Ücretli),0.9277,-0.0149,-0.007,0.9733,206039.475,351.94,20.1667,Strongly Declining
  Bilgisayar Mühendisliði (Ýngilizce) (%50 Ýndirimli),-0.0153,0.017,-0.0072,0.96,63810.635,435.215,98.8333,Strongly Declining
Fizyoterapi ve Rehabilitasyon(Fakülte)(Ýngilizce)(Burslu),0.1866,-0.0176,-0.0073,0.97,199822.6767,337.295,118.6667,Strongly Declining
Ýþletme(Ýngilizce)(Ücretli),-0.0432,0.0107,-0.0073,0.98,96573.095,380.765,32.3333,Strongly Declining
  Mekatronik Mühendisliði (%50 Ýndirimli),0.0043,0.0377,-0.0074,0.9717,89961.4367,399.8533,6.8333,Strongly Declining
Çeviribilimi (Ýngilizce) (Burslu),0.9452,0.0397,-0.0075,0.9817,3135.7783,503.595,2.5,Strongly Declining
  Makine Mühendisliði (Ýngilizce) (%50 Ýndirimli),-0.0036,0.0181,-0.0078,0.91,84261.345,413.7,53.0,Strongly Declining
Ýlköðretim Matematik Öðretmenliði (%50 Ýndirimli),-0.0055,0.014,-0.008,0.9833,67137.7033,420.185,96.3333,Strongly Declining
Uluslararasý Ticaret ve Lojistik Yönetimi(Fakülte)(Ýngilizce)(Burslu),0.2963,0.0074,-0.0081,0.9417,162081.9533,359.7333,21.5,Strongly Declining
Sinema ve Televizyon (Ücretli),0.3564,0.0057,-0.0084,0.9567,51219.9233,395.7117,10.8333,Strongly Declining
  Ýç Mimarlýk ve Çevre Tasarýmý (Ücretli),0.2057,-0.0052,-0.0086,0.97,185235.7317,342.5133,43.0,Strongly Declining
  Ýslami Ýlimler (Arapça) (Burslu),0.8542,-0.0321,-0.009,0.945,56038.9717,404.99,5.1667,Strongly Declining
  Hemþirelik (Burslu) ,0.0328,0.0414,-0.009,0.975,140873.66,359.73,66.75,Strongly Declining
Yazýlým Geliþtirme (Ýngilizce) (Burslu),0.8915,-0.026,-0.0091,0.9567,133834.655,418.1833,93.1667,Strongly Declining
Gastronomi ve Mutfak Sanatlarý (Fakülte) (Ýngilizce) (Ücretli),1.8896,0.0177,-0.0093,0.966,38218.694,423.594,14.6,Strongly Declining
Ýstanbul Týp (Ýngilizce) (KKTC Uyruklu),0.3761,-0.0255,-0.0095,0.968,179005.624,352.108,13.2,Strongly Declining
  Ýslami Ýlimler (Burslu),1.5386,0.0022,-0.0095,0.9783,1118.5,476.645,2.1667,Strongly Declining
Yazýlým Mühendisliði(M.T.O.K.),-0.0005,0.0198,-0.0098,0.9783,79107.4267,409.8217,24.5,Strongly Declining
  Medya ve Görsel Sanatlar (Ýngilizce) (Burslu),1.6865,0.044,-0.01,0.9917,6058.8333,477.6283,2.0,Strongly Declining
Turizm Rehberliði (Ermenek),-0.0661,0.024,-0.01,0.995,69497.5,308.47,1.5,Strongly Declining
Yönetim Biliþim Sistemleri (Yüksekokul) (Ýngilizce) (%50 Ýndirimli),1.1492,-0.0929,-0.01,0.995,185016.565,350.795,13.0,Strongly Declining
  Endüstriyel Tasarým (Ýngilizce) (Ücretli),0.3728,-0.0249,-0.0108,0.962,147659.138,380.27,11.2,Strongly Declining
  Ýnþaat Mühendisliði (Ýngilizce) (%50 Ýndirimli),0.0308,0.0143,-0.0114,0.9067,100800.9017,397.3317,112.3333,Strongly Declining
  Turizm Ýþletmeciliði (KKTC Uyruklu),4.5632,-0.0144,-0.0118,0.9525,196373.5825,362.0875,3.25,Strongly Declining
Elektronik Ticaret ve Teknoloji Yönetimi(Ýngilizce)(Burslu),8.4278,-0.0144,-0.012,0.98,133026.75,397.495,1.5,Strongly Declining
Diþ Hekimliði (Ýngilizce) (Ücretli),0.0506,0.0035,-0.0121,0.9283,28970.7533,468.0967,27.6667,Strongly Declining
  Rus Dili ve Edebiyatý (Rusça) (Burslu),0.4437,-0.0038,-0.0122,0.9833,15658.6567,420.6183,4.1667,Strongly Declining
Grafik Tasarým(Ýngilizce)(Burslu),0.3044,-0.0146,-0.0123,0.92,160984.085,346.715,6.6667,Strongly Declining
Mimarlýk (Ýngilizce) (Ücretli),0.1533,0.0004,-0.0123,0.912,81155.8,408.416,38.4,Strongly Declining
  Çizgi Film ve Animasyon (Burslu),9.7706,-0.0018,-0.0124,0.9567,71488.0217,400.5583,11.1667,Strongly Declining
  Özel Eðitim Öðretmenliði (Ýngilizce) (Burslu),14.1767,0.012,-0.0124,0.952,19182.4,439.982,1.8,Strongly Declining
Havacýlýk ve Uzay Mühendisliði(Ýngilizce)(%75 Ýndirimli),0.1686,0.0323,-0.0125,0.9633,51603.2767,444.3967,5.0,Strongly Declining
Beslenme ve Diyetetik(Fakülte)(%25 Ýndirimli),0.2864,-0.0273,-0.0127,0.946,190927.152,345.05,78.4,Strongly Declining
Diþ Hekimliði (Ücretli),-0.0359,0.0189,-0.0128,0.9483,36739.2667,454.4183,35.3333,Strongly Declining
Pazarlama(Fakülte)(Ýngilizce)(%75 Ýndirimli),0.9671,-0.0863,-0.0129,0.942,313870.362,360.644,5.2,Strongly Declining
  Yazýlým Mühendisliði (Burslu),0.0651,0.0109,-0.0132,0.9417,94090.4083,396.605,7.6667,Strongly Declining
Endüstri Mühendisliði(Ýngilizce)(ÝÖ),-0.0511,0.0287,-0.0139,0.9667,99057.3367,397.6767,28.3333,Strongly Declining
Malzeme Bilimi ve Nanoteknoloji Mühendisliði (Ýngilizce) (%50 Ýndirimli),-0.002,0.0213,-0.0139,0.9733,56455.975,435.9267,4.5,Strongly Declining
  Hukuk (Burslu),0.0857,0.0002,-0.014,0.9767,16114.8467,439.8233,46.8333,Strongly Declining
Görsel Sanatlar ve Görsel Ýletiþim Tasarýmý(Ýngilizce)(Burslu),-0.0736,0.0426,-0.0153,0.955,50636.7433,421.8767,9.3333,Strongly Declining
  Sigortacýlýk,0.2036,-0.0055,-0.0154,0.906,342190.44,298.692,4.2,Strongly Declining
Halkla Ýliþkiler ve Reklamcýlýk(Fakülte)(Ýngilizce)(Burslu),0.0598,0.0181,-0.0155,0.9133,162505.0767,347.0083,44.0,Strongly Declining
Televizyon Haberciliði ve Programcýlýðý (Fakülte) (Ýngilizce) (Burslu),0.0803,0.0145,-0.0161,0.9017,75308.695,381.4033,4.6667,Strongly Declining
Dijital Oyun Tasarýmý (Ücretli),0.4388,0.0128,-0.0162,0.975,121247.6933,387.0133,6.6667,Strongly Declining
Tarým Ekonomisi (Ýngilizce) (%50 Ýndirimli),0.5306,0.014,-0.0165,0.9725,343882.585,306.455,2.0,Strongly Declining
  Görsel Ýletiþim Tasarýmý (Ücretli),0.2258,0.0042,-0.0172,0.9383,97119.53,378.3367,38.6667,Strongly Declining
Gümrük Ýþletme(Burslu),-0.0413,0.0211,-0.0176,0.9533,186254.83,337.1967,26.1667,Strongly Declining
Genetik ve Biyomühendislik(Ýngilizce)(%75 Ýndirimli),0.1096,0.0006,-0.0184,0.9633,49095.5417,439.5367,4.3333,Strongly Declining
Fizyoterapi ve Rehabilitasyon (Fakülte) (Ýngilizce) (%50 Ýndirimli),0.1012,0.0009,-0.0193,0.935,204961.6217,336.9683,14.8333,Strongly Declining
Gazetecilik (Burslu),0.5835,-0.0003,-0.0193,0.93,108486.872,351.244,5.8,Strongly Declining
Medya ve Ýletiþim(Fakülte)(Ýngilizce)(Burslu),3.6572,0.0056,-0.0194,0.9383,42277.5533,416.3533,8.3333,Strongly Declining
  Hemþirelik (Ýngilizce) (Ücretli),0.0004,0.048,-0.0194,0.965,123589.0025,373.86,21.0,Strongly Declining
Endüstriyel Tasarým (Yüksekokul),-0.0905,0.1196,-0.0194,0.964,234703.12,319.01,9.2,Strongly Declining
Týp (Burslu),0.138,-0.0005,-0.02,0.9633,9190.4633,504.64,25.5,Strongly Declining
  Kanatlý Hayvan Yetiþtiriciliði,8.4395,0.1798,-0.02,0.985,317453.75,324.84,1.0,Strongly Declining
Spor Yöneticiliði (Fakülte) (Burslu),0.1298,0.0376,-0.02,0.99,234357.295,313.115,20.0,Strongly Declining
  Ekonometri (ÝÖ),-0.5521,0.1618,-0.02,0.99,370806.0,309.175,1.5,Strongly Declining
"  Ýngilizce, Fransýzca Mütercim ve Tercümanlýk (Burslu)",27.2291,-0.029,-0.02,0.985,1697.625,519.9475,1.25,Strongly Declining
Sosyal Hizmet (Fakülte) (Ücretli),0.2299,0.0219,-0.02,0.99,197948.235,324.755,63.5,Strongly Declining
Çocuk Geliþimi (Yüksekokul) (Ücretli),0.1835,0.0228,-0.02,0.99,188774.725,324.36,12.0,Strongly Declining
  Medya ve Ýletiþim (Burslu),6.2378,-0.0136,-0.0205,0.928,17610.434,441.924,2.2,Strongly Declining
Ýletiþim ve Tasarýmý (Ücretli),46.9975,-0.0326,-0.0208,0.9217,106897.86,381.6183,11.6667,Strongly Declining
  Reklamcýlýk (Burslu),0.097,0.0012,-0.0217,0.9617,37316.43,440.22,12.5,Strongly Declining
Ýletiþim Bilimleri (Burslu),0.1603,0.0265,-0.0222,0.965,20705.7483,406.0333,2.8333,Strongly Declining
  Ekonomi ve Finans (KKTC Uyruklu),0.4697,0.0206,-0.0222,0.962,415981.134,311.142,2.8,Strongly Declining
Dil ve Konuþma Terapisi (Fakülte) (Ýngilizce) (%50 Ýndirimli),0.0874,0.0023,-0.0226,0.97,59996.89,427.1383,2.5,Strongly Declining
  Ýktisat (Burslu) ,0.0061,0.0204,-0.0229,0.955,161909.6833,349.2317,8.6667,Strongly Declining
  Ýstatistik (Burslu),-0.1625,0.0798,-0.0233,0.9567,142826.8333,356.265,1.0,Strongly Declining
Ýç Mimarlýk (Burslu),0.1104,-0.0003,-0.0244,0.94,136572.1883,366.675,46.5,Strongly Declining
  Bilim Tarihi (Burslu),0.0289,0.0476,-0.0247,0.9717,202864.0,328.045,1.0,Strongly Declining
  Coðrafya (ÝÖ),0.1502,-0.0364,-0.0255,0.904,208334.408,307.1,10.0,Strongly Declining
  Sigortacýlýk (Burslu),-0.0476,0.0722,-0.0256,0.9075,246270.5,313.21,1.0,Strongly Declining
Saðlýk Yönetimi (Ýngilizce) (Burslu),0.7223,-0.025,-0.0258,0.94,258920.542,322.252,21.2,Strongly Declining
Sanat ve Kültür Yönetimi(Ýngilizce)(%75 Ýndirimli),-0.0441,0.0132,-0.0268,0.94,2259.555,444.8767,2.1667,Strongly Declining
"  Radyo, Televizyon ve Sinema (Ýngilizce) (Ücretli)",0.1851,-0.0198,-0.0271,0.896,185347.406,369.72,11.2,Strongly Declining
Halkla Ýliþkiler ve Reklamcýlýk (Fakülte) (Ýngilizce) (%50 Ýndirimli),0.0715,0.0585,-0.0271,0.9017,141112.3917,376.425,11.3333,Strongly Declining
Felsefe(Ýngilizce)(KKTC Uyruklu),2.062,0.07,-0.0275,0.978,57812.416,423.214,3.2,Strongly Declining
  Sinema ve Dijital Medya (Ýngilizce) (%50 Ýndirimli),3.1608,-0.0125,-0.0287,0.9567,28218.5,408.1483,1.8333,Strongly Declining
  Gemi ve Yat Tasarýmý (Burslu),0.1074,0.0314,-0.0291,0.965,142836.5833,360.4617,1.1667,Strongly Declining
  Çince Mütercim ve Tercümanlýk (Burslu),0.2369,-0.0079,-0.0292,0.948,5571.0,462.864,1.0,Strongly Declining
Çocuk Geliþimi (Fakülte) (Ücretli),0.2642,0.0318,-0.03,0.985,148462.43,341.24,31.0,Strongly Declining
Beslenme ve Diyetetik (Yüksekokul) (%25 Ýndirimli),0.1794,0.0582,-0.03,0.985,199518.03,326.345,29.5,Strongly Declining
Siyasal Bilimler (Burslu),0.7984,0.0236,-0.03,0.975,75230.3333,424.125,1.1667,Strongly Declining
