DEPARTMENT_GROUP,RANK_CHANGE,SCORE_CHANGE,POPULARITY_CHANGE,FIELD_RATE_mean,FIRST_RANK_mean,FIRST_SCORE_mean,DEPARTMENT_ID_count,TREND_CATEGORY
Ýlköðretim Matematik Öðretmenliði (Ýngilizce) (Burslu),0.1514,-0.0019,-0.0362,0.962,62811.366,417.156,3.0,Strongly Declining
  Tarih (Burslu),0.1223,0.0166,-0.0382,0.905,53614.5767,407.9183,10.1667,Strongly Declining
Sosyal Hizmet (Ücretli),0.3624,0.0736,-0.0394,0.8733,333823.14,302.39,16.0,Strongly Declining
  Matematik (Burslu),-0.0082,0.0284,-0.0396,0.945,130489.5,359.9367,3.0,Strongly Declining
  Reklamcýlýk (Ýngilizce) (Burslu),-0.1586,0.0207,-0.0399,0.9483,2323.2783,451.7083,3.1667,Strongly Declining
Yeni Medya ve Ýletiþim (KKTC Uyruklu),-0.8269,0.7131,-0.04,0.98,316063.035,301.91,7.5,Strongly Declining
Gastronomi(Yüksekokul)(Ýngilizce)(%75 Ýndirimli),0.6174,-0.0519,-0.04,0.98,212892.8,314.67,7.5,Strongly Declining
  Yapay Zeka Mühendisliði (Burslu),0.9583,-0.0264,-0.0408,0.9567,64139.0,451.4833,1.6667,Strongly Declining
Sosyoloji (Burslu),0.0655,0.0052,-0.0431,0.924,202107.552,322.066,24.6,Strongly Declining
  Felsefe (Burslu),0.24,0.0016,-0.0455,0.9267,159195.75,344.8867,3.1667,Strongly Declining
  Uluslararasý Ticaret (%50 Ýndirimli),0.1047,0.0477,-0.0463,0.934,279742.614,314.822,2.8,Strongly Declining
Enerji Yönetimi (Burslu),0.106,0.0308,-0.0467,0.965,130856.75,338.7325,1.0,Strongly Declining
  Perfüzyon (Burslu),0.0574,0.037,-0.052,0.945,163440.375,341.56,2.0,Strongly Declining
  Muhasebe ve Finans Yönetimi (Ýngilizce) (Burslu),0.8381,-0.075,-0.0591,0.8125,399185.0,296.9425,2.0,Strongly Declining
Yeni Medya (Fakülte) (Ýngilizce) (%50 Ýndirimli),5.4291,-0.0952,-0.0633,0.9525,199101.425,358.355,5.25,Strongly Declining
Ýletiþim Sanatlarý (Burslu),0.8687,0.001,-0.067,0.922,41961.1,373.884,1.2,Strongly Declining
  Ekonomi (Burslu),-0.1563,0.189,-0.07,0.9533,241929.0,316.25,1.0,Strongly Declining
  Yeni Medya (Burslu),4.0215,-0.0348,-0.0744,0.88,8894.5,441.7825,1.0,Strongly Declining
Hemþirelik (Yüksekokul) (Ýngilizce) (Ücretli),2.2989,-0.0879,-0.08,0.96,104713.29,422.565,9.0,Strongly Declining
Medya ve Görsel Sanatlar (Ýngilizce) (%50 Ýndirimli),4.0071,-0.0704,-0.0825,0.934,262561.334,361.418,2.2,Strongly Declining
  Saðlýk Yönetimi (Ýngilizce) (Ücretli),0.1848,-0.1146,-0.1,0.095,1649663.5,192.13,1.0,Strongly Declining
Lojistik Yönetimi(Yüksekokul)(KKTC Uyruklu),0.1786,0.009,-0.1,0.95,346497.59,292.685,9.5,Strongly Declining
Gastronomi ve Mutfak Sanatlarý (Yüksekokul) (Ýngilizce) (Ücretli),0.3238,-0.0393,-0.11,0.945,109019.15,360.48,26.5,Strongly Declining
Elektrik-Elektronik Mühendisliði (Ýngilizce-Fransýzca) (UOLP-ECAM-Lyon) (%50 Ýndirimli),0.565,-0.0906,-0.1379,0.7967,92936.8333,382.0567,1.6667,Strongly Declining
Ýlköðretim Matematik Öðretmenliði (Ýngilizce) (%50 Ýndirimli),0.0826,0.0348,-0.1664,0.844,115796.6,373.812,3.4,Strongly Declining
  Bilgisayar Mühendisliði (Uzaktan Öðretim) (Ücretli) ,0.6944,-0.02,-0.1691,0.6925,79627.375,404.2075,1.75,Strongly Declining
Grafik (Burslu),-0.2345,0.0086,-0.17,0.915,244750.5,323.72,1.0,Strongly Declining
Muhasebe ve Finans Yönetimi (Yüksekokul) (Ýngilizce) (Burslu),1.0022,-0.026,-0.17,0.915,237036.325,330.425,16.5,Strongly Declining
Turizm Rehberliði (Yüksekokul) (%50 Ýndirimli),0.0858,-0.0105,-0.17,0.915,30182.5,351.895,2.5,Strongly Declining
Uluslararasý Ticaret ve Ýþletmecilik (Fakülte) (Ýngilizce) (Ücretli),4.3642,-0.2918,-0.17,0.915,316772.465,319.045,7.5,Strongly Declining
Spor Yöneticiliði (Yüksekokul) (Burslu),0.6416,-0.0528,-0.18,0.91,298980.215,303.68,11.0,Strongly Declining
Turizm Ýþletmeciliði (Yüksekokul),8.4861,-0.1198,-0.19,0.905,206435.0,298.205,6.5,Strongly Declining
Biyoenformatik ve Genetik (Ýngilizce) (%50 Ýndirimli),0.7564,-0.11,-0.19,0.8733,109924.1667,375.8967,2.0,Strongly Declining
Saðlýk Yönetimi (Yüksekokul) (%50 Ýndirimli),0.3993,-0.0273,-0.21,0.895,355603.89,282.455,7.5,Strongly Declining
Turizm Rehberliði (Yüksekokul) (Ýngilizce) (%50 Ýndirimli),0.5456,-0.07,-0.22,0.89,20818.0,379.885,1.0,Strongly Declining
Gastronomi ve Mutfak Sanatlarý (Yüksekokul) (Ýngilizce) (%50 Ýndirimli),0.4549,-0.0412,-0.23,0.885,130552.35,351.52,9.0,Strongly Declining
Havacýlýk Yönetimi (Fakülte) (%50 Ýndirimli),0.2065,0.0141,-0.24,0.88,303886.57,300.96,9.0,Strongly Declining
Turizm Ýþletmeciliði (Yüksekokul) (Ýngilizce) (Burslu),37.4811,-0.2559,-0.3,0.85,215902.55,363.13,5.5,Strongly Declining
  Kamu Yönetimi (Ýngilizce) (Ücretli),8.2552,-0.2181,-0.3675,0.6767,698141.4433,295.4433,1.6667,Strongly Declining
Tekstil ve Moda Tasarýmý (Yüksekokul),1.5769,-0.0896,-0.39,0.805,236816.5,318.355,1.5,Strongly Declining
Çocuk Geliþimi (Yüksekokul) (Ýngilizce) (%50 Ýndirimli),0.6387,-0.0573,-0.4,0.8,302855.665,293.515,2.5,Strongly Declining
Acil Yardým ve Afet Yönetimi (Fakülte) (Ýngilizce) (Burslu),0.6182,-0.0928,-0.4754,0.2867,960092.6667,207.8733,1.0,Strongly Declining
Gazetecilik (Ücretli),0.4413,0.0366,-0.78,0.61,929502.5,220.74,1.0,Strongly Declining
Sosyal Hizmet(Yüksekokul)(Ýngilizce)(Burslu),4.2258,-0.3029,-0.8,0.6,406769.2,289.97,3.0,Strongly Declining
  Acil Yardým ve Afet Yönetimi (Ýngilizce) (Burslu),,,,0.5,604734.5,239.22,2.0,
  Almanca Öðretmenliði (Almanca),,,,0.97,51733.52,412.16,33.0,
  Arap Dili ve Edebiyatý (ÝÖ),,,,0.97,23701.61,419.51,36.0,
  Arkeoloji (Ýngilizce) (Burslu),,,,1.0,47064.0,434.29,5.0,
  Bahçe Bitkileri (Ýngilizce) (%50 Ýndirimli),,,,0.8,838312.0,217.24,1.0,
  Bahçe Bitkileri (Ýngilizce) (Burslu),,,,1.0,461378.5,275.79,2.0,
  Biliþim Sistemleri Mühendisliði (M.T.O.K.),,,,1.0,130683.44,389.15,9.0,
  Biyoloji Öðretmenliði (KKTC Uyruklu),,,,0.5,176200.0,349.86,1.0,
  Biyomedikal Mühendisliði (M.T.O.K.),,,,1.0,164291.75,357.52,4.0,
  Coðrafya (KKTC Uyruklu),,,,1.0,289817.0,309.72,1.0,
  Coðrafya Öðretmenliði,,,,1.0,16342.14,421.43,7.0,
  Dijital Oyun Tasarýmý (Ücretli),,,,1.0,372082.0,278.0,1.0,
  Ebelik (Ankara),,,,1.0,114408.0,392.77,1.0,
  Ebelik (Burslu),,,,1.0,190887.28,344.33,18.0,
  Ekonomi,,,,1.0,276583.0,323.95,2.0,
  Elektronik Ticaret ve Yönetimi,,,,1.0,654054.0,270.1,1.0,
  Ergoterapi (Ýngilizce) (Ücretli),,,,0.1,858141.0,215.66,1.0,
  Finans ve Bankacýlýk (Burslu),,,,1.0,394794.97,306.88,35.0,
  Fotonik (Ýngilizce),,,,1.0,80434.0,424.33,1.0,
  Gazetecilik (%25 Ýndirimli),,,,0.62,807641.0,250.99,1.0,
  Gazetecilik (Burslu),,,,0.9,304323.06,327.55,16.0,
  Gazetecilik (Ücretli),,,,0.82,469054.0,277.37,4.0,
  Gazetecilik (Ýngilizce) (Burslu),,,,0.97,158432.79,425.07,33.0,
  Gemi ve Yat Tasarýmý (%25 Ýndirimli),,,,1.0,280036.0,304.51,1.0,
  Hemþirelik (ÝÖ),,,,1.0,169034.67,354.52,3.0,
  Kamu Yönetimi (Açýköðretim),,,,1.0,371883.05,313.53,21.0,
  Kimya Mühendisliði (Burslu),,,,0.95,91365.22,422.52,45.0,
  Lojistik Yönetimi (Burslu),,,,1.0,252019.29,331.34,7.0,
  Malzeme Bilimi ve Nanoteknoloji Mühendisliði (Ýngilizce) (%50 Ýndirimli),,,,1.0,101279.0,404.33,1.0,
  Matematik (Uzaktan Öðretim),,,,1.0,28880.0,483.77,1.0,
  Metalurji ve Malzeme Mühendisliði (%50 Ýndirimli),,,,0.12,270987.0,307.63,1.0,
  Odyoloji,,,,1.0,171916.17,355.34,12.0,
  Rekreasyon (ÝÖ),,,,1.0,331516.0,313.02,1.0,
  Rekreasyon Yönetimi,,,,0.99,180816.0,336.43,20.0,
  Rekreasyon Yönetimi (M.T.O.K.),,,,1.0,354281.0,299.95,1.0,
  Sanat Tarihi (KKTC Uyruklu),,,,1.0,455687.0,286.7,1.0,
  Sanat Tarihi (ÝÖ),,,,0.85,127419.2,356.33,5.0,
  Sinema ve Televizyon (Burslu),,,,1.0,28065.0,404.55,3.0,
  Sinoloji,,,,1.0,4827.0,476.99,1.0,
  Sosyal Hizmet (Ücretli),,,,0.99,384834.67,314.31,27.0,
  Sýnýf Öðretmenliði (Ýngilizce) (Burslu),,,,1.0,68541.4,408.74,15.0,
  Tarih  ,,,,1.0,240320.0,318.18,1.0,
  Tarih Öðretmenliði,,,,1.0,46235.17,416.15,12.0,
  Tarým Ekonomisi (Ýngilizce) (%50 Ýndirimli),,,,1.0,345371.0,310.52,1.0,
  Tekstil Tasarýmý (M.T.O.K.),,,,1.0,561229.5,281.58,2.0,
  Turizm Rehberliði (Ýngilizce) (Ücretli),,,,1.0,72132.0,278.63,2.0,
  Týp,,,,1.0,5662.5,533.08,4.0,
  Uluslararasý Finans ve Bankacýlýk  (%50 Ýndirimli),,,,1.0,439907.0,295.59,1.0,
  Yazýlým Mühendisliði (%25 Ýndirimli),,,,0.59,111022.0,395.68,1.0,
  Çizgi Film ve Animasyon (%50 Ýndirimli),,,,1.0,131208.6,357.31,10.0,
  Ýktisat  ,,,,1.0,580083.5,287.03,2.0,
  Ýlahiyat (Arapça) (M.T.O.K.) ,,,,1.0,198939.83,356.21,6.0,
  Ýletiþim ve Tasarýmý (Ücretli),,,,1.0,344196.8,306.7,5.0,
  Ýlköðretim Matematik Öðretmenliði (Ýngilizce) (%50 Ýndirimli),,,,0.97,59497.38,389.07,8.0,
  Ýngiliz Dili ve Edebiyatý (Ýngilizce) (Uzaktan Öðretim),,,,1.0,3530.0,487.95,1.0,
  Ýslam Bilimleri  ,,,,1.0,938067.0,239.55,1.0,
  Ýç Mimarlýk (ÝÖ),,,,1.0,160162.89,368.55,19.0,
  Ýþ Saðlýðý ve Güvenliði,,,,1.0,379612.56,281.8,9.0,
Acil Yardým ve Afet Yönetimi (Ýngilizce) (%50 Ýndirimli),,,,0.18,1258835.0,194.59,1.0,
Aktüerya Bilimleri (Fakülte),,,,1.0,297431.0,297.22,5.0,
Aktüerya Bilimleri (Fakülte) (Uzaktan Öðretim),,,,0.69,203185.0,323.52,1.0,
Aktüerya Bilimleri (Yüksekokul) (KKTC Uyruklu),,,,0.75,277253.5,312.8,2.0,
Aktüerya(Yüksekokul),,,,1.0,215753.0,288.3,1.0,
Antrenörlük Eðitimi (%50 Ýndirimli),,,,1.0,418952.0,290.43,1.0,
Antrenörlük Eðitimi (Fakülte) (Burslu),,,,0.93,267880.0,323.37,6.0,
Astronomi ve Astrofizik,,,,1.0,235819.0,280.59,1.0,
Avrupa Birliði Ýliþkileri(Ýngilizce)(%75 Ýndirimli),,,,1.0,60376.0,371.01,2.0,
Bankacýlýk ve Finans(Fakülte)(Ýngilizce),,,,1.0,289256.15,294.14,20.0,
Bankacýlýk ve Finans(Fakülte)(Ýngilizce)(Burslu),,,,1.0,167408.0,320.11,1.0,
Bankacýlýk ve Finans(Yüksekokul)(Burslu),,,,1.0,336532.91,283.9,11.0,
Bankacýlýk(Fakülte)(ÝÖ),,,,1.0,436129.5,266.08,2.0,
Basýn ve Yayýn (Ücretli),,,,0.27,707668.0,259.66,1.0,
Beden Eðitimi ve Spor Öðretmenliði (Yüksekokul) (Burslu),,,,0.19,199976.67,328.34,3.0,
Bilgi Güvenliði Teknolojisi (Yüksekokul) (Ýngilizce) (%50 Ýndirimli),,,,0.52,399190.5,264.46,2.0,
Bilgi Güvenliði Teknolojisi (Ýngilizce),,,,1.0,111826.33,377.9,3.0,
Bilgisayar Teknolojisi ve Biliþim Sistemleri(Yüksekokul)(Ýngilizce)(%50 Ýndirimli),,,,1.0,178952.75,346.08,4.0,
Bilgisayar ve Yazýlým Mühendisliði(Ýngilizce)(Burslu),,,,1.0,54460.0,413.59,1.0,
Bilgisayar-Enformatik(Ýngilizce)(Burslu),,,,1.0,324408.0,254.38,1.0,
Bilim Tarihi (%50 Ýndirimli),,,,0.43,1258969.0,221.88,1.0,
Bilim Tarihi (Ücretli),,,,0.67,1416215.5,200.54,2.0,
Biliþim Sistemleri ve Teknolojileri (Yüksekokul) (%50 Ýndirimli),,,,0.67,380247.5,262.74,2.0,
Biliþim Sistemleri ve Teknolojileri (Yüksekokul) (Burslu),,,,1.0,333184.0,272.76,1.0,
Biyomühendislik(Ýngilizce)(Burslu),,,,1.0,73914.0,388.66,1.0,
Biyoteknoloji ve Moleküler Biyoloji,,,,1.0,326511.0,253.88,1.0,
Canlandýrma Filmi Tasarým ve Yönetimi(KKTC Uyruklu),,,,1.0,143903.5,348.72,2.0,
Cerrahpaþa Týp,,,,1.0,110.0,552.27,1.0,
Cerrahpaþa Týp (Ýngilizce),,,,1.0,126.0,551.77,1.0,
Deniz Bilimleri ve Teknolojisi Mühendisliði,,,,0.06,179758.0,336.62,1.0,
Diþ Hekimliði Fakültesi,,,,1.0,48470.0,460.96,1.0,
Diþ Hekimliði(UOLP-Saðlýk Bilimleri Üniversitesi)(T.C. Vatandaþlarý)(%50 Ýndirimli),,,,1.0,33339.0,444.93,1.0,
Diþ Hekimliði(Ýngilizce)(KKTC Uyruklu),,,,1.0,46307.2,425.86,5.0,
Ebelik (Yüksekokul) (Ücretli),,,,1.0,249366.2,324.0,5.0,
Eczacýlýk(Ýngilizce)(T.C. Vatandaþlarý)(%50 Ýndirimli),,,,1.0,54595.33,413.89,3.0,
Elektronik Ticaret ve Teknoloji Yönetimi(Ýngilizce)(%50 Ýndirimli),,,,1.0,173435.0,318.09,1.0,
Endüstri ve Sistem Mühendisliði(Ýngilizce)(%25 Ýndirimli),,,,1.0,128101.0,336.46,1.0,
Endüstri Ürünleri Tasarýmý(Fakülte)(Ýngilizce)(%50 Ýndirimli),,,,1.0,132772.5,357.17,16.0,
Enerji Yönetimi (Ücretli),,,,0.75,1265587.0,221.42,1.0,
Felsefe(ÝÖ),,,,1.0,204562.0,308.39,1.0,
Film Tasarýmý,,,,1.0,4819.0,425.99,1.0,
Finans ve Bankacýlýk (Fakülte) (Ýngilizce) (%50 Ýndirimli),,,,0.53,477527.33,270.52,6.0,
Finans ve Bankacýlýk (Fakülte) (Ýngilizce) (Burslu),,,,0.73,355418.0,311.34,3.0,
Finans ve Bankacýlýk (Yüksekokul) (ÝÖ),,,,0.95,466120.44,273.52,9.0,
Fotoðraf (Ýngilizce) (Burslu),,,,1.0,1490.0,453.19,1.0,
Gastronomi(Fakülte)(Burslu),,,,1.0,1630.0,450.9,2.0,
Gastronomi(Yüksekokul)(Ücretli),,,,1.0,91401.25,376.52,4.0,
Gayrimenkul Geliþtirme ve Yönetimi (Ýngilizce) (%50 Ýndirimli),,,,0.1,318750.0,260.01,1.0,
Gerontoloji (Burslu),,,,0.97,370738.0,274.07,1.0,
Gerontoloji(Fakülte),,,,1.0,79011.1,387.79,10.0,
Giriþimcilik (Ücretli),,,,0.3,571530.0,251.55,1.0,
Görsel Ýletiþim(Burslu),,,,1.0,23162.0,388.9,1.0,
Gülhane Týp (Ankara),,,,1.0,5621.0,525.68,1.0,
Gýda Teknolojisi (Fakülte),,,,1.0,354545.0,266.82,1.0,
Gýda Teknolojisi (Yüksekokul),,,,0.3,480186.0,239.56,2.0,
Halkbilimi (KKTC UYRUKLU),,,,1.0,634738.0,271.79,1.0,
Halkla Ýliþkiler ve Reklamcýlýk(Yüksekokul)(Burslu),,,,1.0,48954.0,367.45,1.0,
Halkla Ýliþkiler(Burslu),,,,1.0,106333.5,345.6,2.0,
Havacýlýk Yönetimi(Fakülte)(Ýngilizce)(%50 Ýndirimli),,,,1.0,310041.3,292.38,10.0,
Havacýlýk ve Uzay Mühendisliði(Ýngilizce)(Burslu),,,,1.0,22020.0,469.42,3.0,
Hemþirelik (Besni),,,,1.0,154194.5,355.46,2.0,
Hemþirelik ve Saðlýk Hizmetleri(%50 Ýndirimli),,,,1.0,199820.67,296.08,3.0,
Kimya Mühendisliði ve Uygulamalý Kimya(Ýngilizce)(Burslu),,,,1.0,87288.0,373.3,1.0,
Konaklama Ýþletmeciliði(Yüksekokul),,,,1.0,435139.5,263.54,4.0,
Lojistik(Burslu),,,,1.0,312412.5,282.95,2.0,
Matematik(%75 Ýndirimli),,,,1.0,168985.25,325.11,8.0,
Matematik(Ýngilizce)(KKTC Uyruklu),,,,1.0,366376.75,266.36,4.0,
Matematik-Bilgisayar(%50 Ýndirimli),,,,1.0,206365.0,298.07,2.0,
Matematik-Bilgisayar(Burslu),,,,1.0,105862.67,368.71,3.0,
Medya ve Ýletiþim(Fakülte)(Burslu),,,,1.0,41628.67,399.3,6.0,
Medya ve Ýletiþim(Fakülte)(Ýngilizce)(%50 Ýndirimli),,,,1.0,129374.5,350.05,6.0,
Mekatronik Sistemler Mühendisliði(Almanca),,,,1.0,29173.0,453.15,2.0,
Meteoroloji Mühendisliði (KKTC Uyruklu),,,,0.5,150914.0,307.14,1.0,
Moda ve Tekstil Tasarýmý(%75 Ýndirimli),,,,1.0,252282.0,297.64,3.0,
Muhasebe ve Finans Yönetimi (Ýngilizce) (Ücretli),,,,0.1,1799834.0,178.99,1.0,
Muhasebe(Fakülte)(KKTC Uyruklu),,,,1.0,715792.0,230.41,1.0,
Mütercim-Tercümanlýk(Fakülte)(Arapça)(Burslu),,,,1.0,13067.19,420.97,16.0,
Mütercim-Tercümanlýk(Fakülte)(Ýng-Fra-Türkçe)(%50 Ýndirimli),,,,1.0,8573.67,441.74,3.0,
Mütercim-Tercümanlýk(Fakülte)(Ýngilizce)(T.C. Vatandaþlarý)(Burslu),,,,1.0,12266.34,420.31,41.0,
"Mütercim-Tercümanlýk(Fakülte)(Ýngilizce, Fransýzca, Türkçe)",,,,1.0,15610.86,404.82,7.0,
Mütercim-Tercümanlýk(Yüksekokul)(Arapça)(Burslu),,,,1.0,10202.67,422.69,3.0,
Mütercim-Tercümanlýk(Yüksekokul)(Ýngilizce)(%50 Ýndirimli),,,,1.0,11524.61,424.02,31.0,
Müzik,,,,1.0,28374.0,346.71,1.0,
Odyoloji (Bozkýr),,,,1.0,272255.0,297.87,1.0,
Odyoloji (Fakülte) (Ankara),,,,1.0,110396.55,396.14,20.0,
Odyoloji (Fakülte) (Ücretli),,,,1.0,465943.5,242.85,2.0,
Odyoloji(Fakülte)(Ankara),,,,1.0,59518.0,406.79,1.0,
Ortez-Protez(Fakülte)(%75 Ýndirimli),,,,1.0,319376.0,255.67,1.0,
Ortez-Protez(Fakülte)(Burslu),,,,1.0,142517.67,326.77,3.0,
Pazarlama (Fakülte) (Ýngilizce) (%50 Ýndirimli),,,,0.9,232874.0,340.17,2.0,
Polonya Dili ve Kültürü(Lehçe),,,,1.0,16921.0,391.39,1.0,
Psikolojik Danýþmanlýk ve Rehberlik Öðretmenliði (Ücretli),,,,0.2,182726.0,290.19,1.0,
Reklam Tasarýmý ve Ýletiþimi (Ýngilizce) (Ücretli),,,,1.0,794374.0,251.65,1.0,
Reklamcýlýk(Ýngilizce)(%75 Ýndirimli),,,,1.0,176466.74,336.5,19.0,
Rekreasyon (Burslu),,,,1.0,467342.0,238.27,1.0,
Rekreasyon (Fakülte) (Burslu),,,,0.78,546732.67,267.6,3.0,
Restorasyon ve Konservasyon(Burslu),,,,1.0,127052.0,335.55,1.0,
Robotik ve Otonom Sistemleri Mühendisliði,,,,1.0,1956.0,531.99,1.0,
Sanat Yönetimi,,,,1.0,12350.0,404.51,1.0,
Sermaye Piyasalarý ve Portföy Yönetimi(Burslu),,,,1.0,203698.0,308.64,1.0,
Sermaye Piyasasý (Yüksekokul),,,,1.0,160949.0,338.84,1.0,
Sermaye Piyasasý (Yüksekokul) (KKTC Uyruklu),,,,1.0,755400.0,230.63,1.0,
Sigortacýlýk (Fakülte) (Burslu),,,,1.0,266971.0,308.57,2.0,
Sigortacýlýk (Yüksekokul),,,,0.92,384370.33,288.9,3.0,
Sigortacýlýk ve Risk Yönetimi(Fakülte)(%75 Ýndirimli),,,,1.0,210988.5,312.98,2.0,
Siyaset Bilimi,,,,1.0,281578.0,289.12,1.0,
Siyaset Bilimi(Ýngilizce)(%75 Ýndirimli),,,,1.0,287941.5,304.0,2.0,
Sosyal Hizmet (Fakülte) (Uzaktan Öðretim),,,,1.0,48082.0,391.71,1.0,
Sosyal Hizmet (Fakülte) (Ýngilizce) (Burslu),,,,0.29,460626.5,257.54,2.0,
Sosyal Hizmet(Fakülte)(%75 Ýndirimli),,,,1.0,205368.45,307.31,20.0,
Sosyal Hizmet(Fakülte)(KKTC Uyruklu),,,,1.0,129456.3,365.83,10.0,
Sosyal Hizmet(Yüksekokul)(%75 Ýndirimli),,,,1.0,431383.0,263.56,2.0,
Sosyoloji(Ýngilizce)(Ücretli),,,,1.0,241799.33,347.06,3.0,
Spor Bilimleri,,,,1.0,166793.0,320.33,1.0,
Sýnýf Öðretmenliði(Ýngilizce)(Burslu),,,,1.0,39442.0,386.69,1.0,
Tarih(Ýngilizce)(Burslu),,,,1.0,1107.89,471.41,9.0,
Teknoloji ve Bilgi Yönetimi(%75 Ýndirimli),,,,1.0,323996.0,280.46,1.0,
Turizm ve Otel Ýþletmeciliði(Yüksekokul)(Burslu),,,,1.0,281751.0,289.08,1.0,
Turizm ve Otelcilik(%75 Ýndirimli),,,,1.0,253714.8,305.13,5.0,
Turizm ve Otelcilik(Burslu),,,,1.0,299918.0,285.24,1.0,
Turizm Ýþletmeciliði ve Otelcilik,,,,1.0,314148.0,282.39,2.0,
Türk Dili ve Edebiyatý (UOLP-Kosova Priþtine Üniversitesi) (UOLP) (Ücretli),,,,0.1,274711.0,287.5,1.0,
Týp Fakültesi (Ücretli),,,,0.45,30386.0,482.89,1.0,
Týp(KKTC Uyruklu),,,,1.0,24716.1,460.47,10.0,
Týp(Ýngilizce)(UOLP-Marmara Üniversitesi)(T.C. Vatandaþlarý)(%50 Ýndirimli),,,,1.0,23081.0,462.79,2.0,
Týp(Ýstanbul)(Erkek)(Milli Savunma Bakanlýðý Adýna),,,,1.0,20153.0,467.78,1.0,
Ulaþtýrma ve Lojistik(Fakülte),,,,1.0,206453.0,317.63,2.0,
Uluslararasý Lojistik Yönetimi(Burslu),,,,1.0,185798.0,314.08,1.0,
Uluslararasý Lojistik ve Taþýmacýlýk(Fakülte)(Ýngilizce)(Burslu),,,,1.0,218725.25,311.35,12.0,
Uluslararasý Lojistik ve Taþýmacýlýk(Yüksekokul)(Ýngilizce)(%50 Ýndirimli),,,,1.0,256199.25,306.91,4.0,
Uluslararasý Ýþletme Yönetimi (Ýngilizce) (Ücretli),,,,0.19,1560362.0,198.21,2.0,
Uçak Bakým ve Onarým (Fakülte),,,,1.0,94544.0,409.01,2.0,
Uçak Bakým ve Onarým (KKTC UYRUKLU),,,,1.0,463275.0,258.64,1.0,
Uçak Elektrik-Elektronik(Fakülte)(ÝÖ),,,,1.0,122396.25,348.9,4.0,
Uçak Elektrik-Elektronik(Yüksekokul)(Ýngilizce)(%50 Ýndirimli),,,,1.0,177682.8,313.45,5.0,
Veri Bilimi ve Analitiði (Ýngilizce),,,,1.0,115581.29,389.24,7.0,
Veterinerlik(%75 Ýndirimli),,,,1.0,171460.0,308.86,1.0,
Veterinerlik(Burslu),,,,1.0,121257.0,341.7,1.0,
Yapay Zeka ve Makine Öðrenmesi,,,,1.0,58655.2,427.7,5.0,
Yazýlým Geliþtirme,,,,1.0,86854.0,396.35,2.0,
Yazýlým Mühendisliði(%75 Ýndirimli),,,,1.0,102926.3,372.33,10.0,
Yeni Medya (Fakülte) (Burslu),,,,1.0,852.0,469.29,1.0,
Yeni Medya ve Gazetecilik(Fakülte)(Burslu),,,,1.0,211150.33,351.25,3.0,
Yeni Medya ve Gazetecilik(Fakülte)(Ýngilizce)(T.C. Vatandaþlarý)(Burslu),,,,1.0,312730.0,292.04,1.0,
Yeni Medya ve Gazetecilik(Yüksekokul)(%75 Ýndirimli),,,,1.0,310129.0,292.49,1.0,
Yeni Medya ve Gazetecilik(Yüksekokul)(Burslu),,,,1.0,82267.5,350.79,2.0,
Yeni Medya(Fakülte)(Burslu),,,,1.0,90411.12,369.04,8.0,
Çeviribilim(Almanca)(ÝÖ),,,,1.0,30063.0,348.0,2.0,
Ýklim Bilimi ve Meteoroloji Mühendisliði,,,,1.0,39074.0,449.33,1.0,
Ýlahiyat(Arapça)(T.C. Vatandaþlarý)(Burslu),,,,1.0,334478.0,288.32,1.0,
Ýletiþim Tasarýmý ve Yeni Medya(%75 Ýndirimli),,,,1.0,119416.5,341.0,2.0,
Ýngiliz Dili ve Karþýlaþtýrmalý Edebiyat(Ýngilizce)(%50 Ýndirimli),,,,1.0,4764.0,454.56,3.0,
Ýngilizce Mütercim ve Tercümanlýk (Yüksekokul) (%50 Ýndirimli),,,,0.97,15917.62,407.99,34.0,
Ýnsan Kaynaklarý Yönetimi (KKTC Uyruklu),,,,1.0,1108169.0,232.67,1.0,
Ýnsan Kaynaklarý Yönetimi (Yüksekokul) (Ýngilizce) (%50 Ýndirimli),,,,0.8,426698.0,272.99,1.0,
Ýnsan ve Toplum Bilimleri(Ýngilizce)(Burslu),,,,1.0,153815.0,324.97,1.0,
Ýnþaat Mühendisliði(Ýngilizce)(UOLP-Azerbaycan Mimarlýk ve Ýnþaat Üniversitesi)(Ücretli),,,,1.0,71541.0,391.53,1.0,
Ýslam Ekonomisi ve Finans(%75 Ýndirimli),,,,1.0,355811.0,274.68,1.0,
Ýslam Ekonomisi ve Finans(Ýngilizce)(Burslu ),,,,1.0,104016.67,346.38,3.0,
Ýstanbul Týp,,,,1.0,1432.0,540.29,1.0,
Ýstanbul Týp (Ýngilizce),,,,1.0,588.0,545.86,1.0,
Ýç Mimarlýk(Ýngilizce)(Burslu),,,,1.0,133763.6,347.44,10.0,
Ýþletme (Ýngilizce) (Uzaktan Öðretim),,,,1.0,44922.0,393.75,1.0,
Ýþletme Bilgi Yönetimi(Burslu),,,,1.0,339242.0,277.64,1.0,
Ýþletme Enformatiði(%75 Ýndirimli),,,,1.0,205094.0,308.25,1.0,
Ýþletme Enformatiði(Almanca),,,,1.0,84125.33,363.41,3.0,
